"pid3","weight","bias_wsj","bias_pbs","bias_npr","bias_cbs","bias_usa","bias_abc","bias_drg","bias_fox","bias_huf","bias_nyt"
"Republican ",1.24680632386779,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",0.734366857192731,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","7 - Conservative or pro-Republican party bias","2","3"
"Democrat ",0.633787498642761,"5","5","6","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","6","4 - No bias at all","5"
"Republican ",1.42513885806255,"4 - No bias at all","2","2","4 - No bias at all","3","3","6","6","2","2"
"Democrat ",0.819867757562202,"4 - No bias at all","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","4 - No bias at all","4 - No bias at all"
"Democrat ",1.25889119052398,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",0.819867757562202,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","3","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.609212411329635,"6","7 - Conservative or pro-Republican party bias","6","4 - No bias at all","4 - No bias at all","4 - No bias at all","3","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias"
"Democrat ",0.609212411329635,"5","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","6","4 - No bias at all","7 - Conservative or pro-Republican party bias","5","7 - Conservative or pro-Republican party bias"
"Republican ",0.609212411329635,"6","4 - No bias at all","1 - Liberal or pro-Democratic party bias","2","4 - No bias at all","2","3","5","3","1 - Liberal or pro-Democratic party bias"
"Republican ",1.05896624448484,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.10168400176603,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",0.680141823754453,"7 - Conservative or pro-Republican party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","6","7 - Conservative or pro-Republican party bias","6","7 - Conservative or pro-Republican party bias"
"Republican ",0.616430052993772,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",0.938860753306492,"7 - Conservative or pro-Republican party bias","4 - No bias at all","3","4 - No bias at all","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","5","4 - No bias at all","4 - No bias at all"
"Independent ",0.633787498642761,"3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","3","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Independent ",0.680141823754453,"1 - Liberal or pro-Democratic party bias","3","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","4 - No bias at all","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.734366857192731,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","4 - No bias at all"
"Republican ",1.42513885806255,"6","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","5","5","5","5","2"
"Democrat ",0.680141823754453,"7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","3","4 - No bias at all","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","3","6"
"Democrat ",1.25889119052398,"5","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","3","4 - No bias at all","6","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","3"
"Republican ",0.819867757562202,"2","3","2","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","5","5","1 - Liberal or pro-Democratic party bias","2"
"Republican ",0.734366857192731,"4 - No bias at all","3","3","3","4 - No bias at all","3","3","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.819867757562202,"5","2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","5","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",1.50294581095031,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",0.609212411329635,"4 - No bias at all","4 - No bias at all","4 - No bias at all","5","2","4 - No bias at all","1 - Liberal or pro-Democratic party bias","6","1 - Liberal or pro-Democratic party bias","2"
"Independent ",0.819867757562202,"5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","3","3"
"Independent ",0.819867757562202,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","6","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","3"
"Republican ",1.18225961819515,NA,NA,NA,NA,NA,"4 - No bias at all","4 - No bias at all","5","4 - No bias at all","3"
"Independent ",1.18225961819515,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","6","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.633787498642761,"1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","4 - No bias at all","3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Not sure",0.871680471352189,"7 - Conservative or pro-Republican party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias"
"Republican ",0.633787498642761,"3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","6","6","1 - Liberal or pro-Democratic party bias","2"
"Democrat ",0.780043259950647,"7 - Conservative or pro-Republican party bias","4 - No bias at all","2","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","1 - Liberal or pro-Democratic party bias","2"
"Democrat ",0.567692203057534,"4 - No bias at all","4 - No bias at all","5","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","5","4 - No bias at all"
"Republican ",1.07151234293091,"5","1 - Liberal or pro-Democratic party bias","5","1 - Liberal or pro-Democratic party bias","4 - No bias at all","2","6","6","2","2"
"Democrat ",1.40846090535419,"7 - Conservative or pro-Republican party bias","3","1 - Liberal or pro-Democratic party bias","3","5","5","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","5","2"
"Independent ",0.680141823754453,"3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","6","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",1.35591374398098,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",0.819867757562202,"6","4 - No bias at all","4 - No bias at all","4 - No bias at all","6","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","2","6"
"Independent ",0.680141823754453,"4 - No bias at all","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","4 - No bias at all","1 - Liberal or pro-Democratic party bias","4 - No bias at all","4 - No bias at all","2","2"
"Republican ",0.819867757562202,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","5","5","2","2"
"Independent ",1.05896624448484,"5","2","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Republican ",0.734366857192731,"3","3","3","1 - Liberal or pro-Democratic party bias","3","1 - Liberal or pro-Democratic party bias","3","4 - No bias at all","3","3"
"Independent ",0.609212411329635,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",0.819867757562202,"3","3","3","3","3","3","3","5","6","2"
"Republican ",0.633787498642761,"5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","2","6","4 - No bias at all","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias"
"Democrat ",0.780043259950647,"6","4 - No bias at all","4 - No bias at all","3","5","3","7 - Conservative or pro-Republican party bias","7 - Conservative or pro-Republican party bias","2","3"
"Independent ",0.680141823754453,"1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","5","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","1 - Liberal or pro-Democratic party bias"
"Independent ",0.819867757562202,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Independent ",0.648700273592662,"4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all"
"Democrat ",0.680141823754453,"2","5","5","4 - No bias at all","6","4 - No bias at all","5","7 - Conservative or pro-Republican party bias","6","6"
"Democrat ",1.32762167737989,"3","3","3","1 - Liberal or pro-Democratic party bias","2","3","3","1 - Liberal or pro-Democratic party bias","2","3"
"Independent ",1.04817047901515,"3","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","1 - Liberal or pro-Democratic party bias","2","1 - Liberal or pro-Democratic party bias","4 - No bias at all","5","2","2"
"Independent ",0.946516503582857,"6","4 - No bias at all","7 - Conservative or pro-Republican party bias","4 - No bias at all","4 - No bias at all","4 - No bias at all","4 - No bias at all","7 - Conservative or pro-Republican party bias","3","5"
